Company Name,Industry,Country,GenAI Tool,Adoption Year,Number of Employees Impacted,New Roles Created,Training Hours Provided,Productivity Change (%),Employee Sentiment
Turner-Robinson Pvt. Ltd.,Manufacturing,USA,Claude,2022,12945,2,11007,12.6,There's concern that AI will replace some of us soon. Clients now expect faster results due to AI use.
Reid-Mejia Pvt. Ltd.,Healthcare,South Africa,Groq,2024,2404,16,19757,27.3,Our workflows have improved drastically with generative AI. My team adapted faster than others.
Hernandez Group Pvt. Ltd.,Healthcare,Canada,Claude,2022,1001,26,12855,13.8,Our workflows have improved drastically with generative AI. Monthly town halls discuss the AI rollout.
"Williams, Price and Gonzales Pvt. Ltd.",Entertainment,UAE,Claude,2024,19766,3,4247,12.2,"Collaboration improved; documentation and meetings are more efficient. Overall, it's a big shift."
Williams-Zamora Pvt. Ltd.,Utilities,India,Claude,2024,17211,16,16418,25.9,"AI helped me reduce repetitive tasks, but learning curve was steep. It changed how we communicate internally."
Tran-Chang Pvt. Ltd.,Education,Brazil,LLaMA,2023,1276,30,21528,10.8,"AI helped me reduce repetitive tasks, but learning curve was steep. Internal newsletters now highlight AI use cases."
Wilson-Terry Pvt. Ltd.,Retail,Singapore,Groq,2023,10037,12,939,33.7,Our workflows have improved drastically with generative AI. It changed how we communicate internally.
"Roy, Pace and Mitchell Pvt. Ltd.",Defense,USA,Gemini,2023,5234,26,11230,14.1,"Mixed responses—management excited, staff feel uncertain. HR hosted webinars weekly."
"Frye, Arnold and Miller Pvt. Ltd.",Defense,UK,Groq,2022,16511,18,11160,15.1,"We now finish tasks faster, but some older employees are struggling. Internal newsletters now highlight AI use cases."
"Powell, Lynn and Sosa Pvt. Ltd.",Technology,UK,Gemini,2023,10898,7,4039,12.1,There's concern that AI will replace some of us soon. Some departments feel left behind.
"Heath, Morrison and Brown Pvt. Ltd.",Education,USA,Mixtral,2024,7798,24,19033,17.7,There's concern that AI will replace some of us soon. Job rotations have increased.
Reynolds-Thompson Pvt. Ltd.,Utilities,Brazil,Groq,2023,13175,8,19650,22.5,I love using AI—it makes my job easier and more fun. Internal newsletters now highlight AI use cases.
Mays-Jacobs Pvt. Ltd.,Manufacturing,UK,Mixtral,2022,18146,8,17206,34.1,Collaboration improved; documentation and meetings are more efficient. My team adapted faster than others.
Harmon-Matthews Pvt. Ltd.,Advertising,Switzerland,LLaMA,2024,838,11,23624,30.3,"AI helped me reduce repetitive tasks, but learning curve was steep. Clients now expect faster results due to AI use."
Wright-Barajas Pvt. Ltd.,Entertainment,UAE,LLaMA,2022,19960,27,11516,21.5,"Job roles have shifted a lot, which is both good and scary. Internal newsletters now highlight AI use cases."
Bright-Crawford Pvt. Ltd.,Hospitality,USA,Claude,2023,11347,5,19771,17.2,"Our workflows have improved drastically with generative AI. Overall, it's a big shift."
"Richardson, Vasquez and Sanchez Pvt. Ltd.",Transportation,USA,LLaMA,2023,17685,2,16173,5.3,Collaboration improved; documentation and meetings are more efficient. Monthly town halls discuss the AI rollout.
Wheeler-Harmon Pvt. Ltd.,Healthcare,UAE,Claude,2024,16918,2,2023,29.4,There's concern that AI will replace some of us soon. Job rotations have increased.
"Robertson, Williams and Foley Pvt. Ltd.",Advertising,Australia,Mixtral,2024,2653,23,8180,9.5,There's concern that AI will replace some of us soon. My team adapted faster than others.
Padilla-Wells Pvt. Ltd.,Hospitality,Brazil,Mixtral,2024,18080,18,901,7.9,There's concern that AI will replace some of us soon. Some departments feel left behind.
Brown-Campbell Pvt. Ltd.,Technology,Germany,Claude,2024,19916,30,8782,28.2,"Job roles have shifted a lot, which is both good and scary. My team adapted faster than others."
"Cole, Jackson and Hudson Pvt. Ltd.",Legal Services,Singapore,ChatGPT,2022,10346,18,21133,10.5,"We now finish tasks faster, but some older employees are struggling. Job rotations have increased."
"Smith, Jensen and Clark Pvt. Ltd.",Entertainment,Singapore,LLaMA,2024,3601,26,8399,4.7,"AI helped me reduce repetitive tasks, but learning curve was steep. Managers were initially skeptical."
"Escobar, Ellis and Massey Pvt. Ltd.",Legal Services,South Africa,Groq,2023,4405,16,11371,26.3,"I love using AI—it makes my job easier and more fun. Overall, it's a big shift."
Weaver-Benson Pvt. Ltd.,Legal Services,South Africa,Claude,2022,18558,7,6179,11.7,I love using AI—it makes my job easier and more fun. My team adapted faster than others.
"Gonzalez, Cook and Roberts Pvt. Ltd.",Finance,France,LLaMA,2022,12693,26,14949,15.7,"AI helped me reduce repetitive tasks, but learning curve was steep. Internal newsletters now highlight AI use cases."
"Thompson, Rosales and Perkins Pvt. Ltd.",Healthcare,Brazil,ChatGPT,2023,1127,27,18797,14.6,Our workflows have improved drastically with generative AI. Clients now expect faster results due to AI use.
Clark-Hensley Pvt. Ltd.,Utilities,Singapore,Gemini,2024,10560,23,5326,20.8,"Job roles have shifted a lot, which is both good and scary. HR hosted webinars weekly."
"Evans, Nelson and Oliver Pvt. Ltd.",Hospitality,India,Mixtral,2023,11732,20,13995,6.9,I love using AI—it makes my job easier and more fun. Internal newsletters now highlight AI use cases.
"Smith, Smith and Arnold Pvt. Ltd.",Utilities,Switzerland,Mixtral,2024,3287,16,23950,15.2,New roles are exciting; transition was smoother than expected. Monthly town halls discuss the AI rollout.
"Mills, Smith and Morris Pvt. Ltd.",Finance,Switzerland,Gemini,2022,9967,6,19906,7.7,"I love using AI—it makes my job easier and more fun. Overall, it's a big shift."
"Scott, Murray and Harris Pvt. Ltd.",Technology,Brazil,LLaMA,2024,5940,17,4873,15.0,Our workflows have improved drastically with generative AI. My team adapted faster than others.
"Evans, Chavez and Brown Pvt. Ltd.",Transportation,USA,LLaMA,2024,14406,9,15892,17.7,Our workflows have improved drastically with generative AI. Monthly town halls discuss the AI rollout.
"Ferguson, Bright and Briggs Pvt. Ltd.",Utilities,France,ChatGPT,2024,14574,18,22686,3.7,I love using AI—it makes my job easier and more fun. Clients now expect faster results due to AI use.
"Johnson, Cooper and Stevens Pvt. Ltd.",Education,UK,ChatGPT,2024,6843,2,10117,4.5,I love using AI—it makes my job easier and more fun. Clients now expect faster results due to AI use.
Dean-Krueger Pvt. Ltd.,Healthcare,Germany,Gemini,2022,4904,23,15032,29.5,Our workflows have improved drastically with generative AI. Managers were initially skeptical.
Harrington-Long Pvt. Ltd.,Healthcare,UK,Groq,2024,7518,9,17560,18.0,Our workflows have improved drastically with generative AI. My team adapted faster than others.
Aguirre Ltd Pvt. Ltd.,Retail,India,Claude,2023,392,5,24426,27.1,I love using AI—it makes my job easier and more fun. My team adapted faster than others.
Brown-Santana Pvt. Ltd.,Transportation,Japan,Claude,2022,10580,10,4722,21.2,There's concern that AI will replace some of us soon. My team adapted faster than others.
"Carroll, Cannon and Pena Pvt. Ltd.",Healthcare,Switzerland,ChatGPT,2023,14219,24,9265,9.0,There's concern that AI will replace some of us soon. HR hosted webinars weekly.
"Barrett, Bishop and Fuentes Pvt. Ltd.",Education,India,ChatGPT,2022,15963,19,23656,21.9,"AI helped me reduce repetitive tasks, but learning curve was steep. Overall, it's a big shift."
"Reynolds, Koch and Mcdonald Pvt. Ltd.",Entertainment,India,ChatGPT,2022,17550,5,11698,33.0,Collaboration improved; documentation and meetings are more efficient. It changed how we communicate internally.
"English, Smith and Robles Pvt. Ltd.",Manufacturing,South Korea,Mixtral,2024,2259,24,22385,26.3,"We now finish tasks faster, but some older employees are struggling. Managers were initially skeptical."
"Haas, Osborn and Holmes Pvt. Ltd.",Utilities,Australia,Gemini,2022,19800,13,23490,3.6,"Job roles have shifted a lot, which is both good and scary. Clients now expect faster results due to AI use."
Williamson-Greene Pvt. Ltd.,Advertising,India,LLaMA,2023,7105,1,12211,16.8,I love using AI—it makes my job easier and more fun. Monthly town halls discuss the AI rollout.
Villarreal-Mendoza Pvt. Ltd.,Advertising,Japan,Mixtral,2024,11250,12,8283,28.8,Collaboration improved; documentation and meetings are more efficient. Some departments feel left behind.
"Johnson, Thomas and Burns Pvt. Ltd.",Advertising,Brazil,Gemini,2023,781,29,18734,16.3,"Job roles have shifted a lot, which is both good and scary. Job rotations have increased."
Gonzales-Dixon Pvt. Ltd.,Technology,France,Mixtral,2024,13269,5,10118,3.0,Collaboration improved; documentation and meetings are more efficient. Managers were initially skeptical.
Williamson-Jordan Pvt. Ltd.,Technology,Japan,Groq,2023,11243,28,13101,25.1,Collaboration improved; documentation and meetings are more efficient. It changed how we communicate internally.
Rivera-Singleton Pvt. Ltd.,Advertising,India,Claude,2022,7506,17,4194,29.9,"Productivity increased, but there's anxiety about job security. Clients now expect faster results due to AI use."
"Terry, Kaufman and Calhoun Pvt. Ltd.",Education,Canada,ChatGPT,2024,18053,12,13166,7.3,New roles are exciting; transition was smoother than expected. It changed how we communicate internally.
"Patterson, Salas and Miller Pvt. Ltd.",Healthcare,France,Claude,2023,8456,20,22068,28.8,New roles are exciting; transition was smoother than expected. Monthly town halls discuss the AI rollout.
Gallegos Ltd Pvt. Ltd.,Legal Services,Germany,ChatGPT,2022,9878,28,3852,6.3,I love using AI—it makes my job easier and more fun. Clients now expect faster results due to AI use.
Melton Inc Pvt. Ltd.,Entertainment,Australia,Mixtral,2023,19924,14,14411,32.6,"We now finish tasks faster, but some older employees are struggling. My team adapted faster than others."
"Scott, Romero and Swanson Pvt. Ltd.",Defense,Germany,Gemini,2023,1427,12,23018,22.9,"Productivity increased, but there's anxiety about job security. Internal newsletters now highlight AI use cases."
Newman-Griffin Pvt. Ltd.,Manufacturing,UAE,Groq,2022,6936,3,2315,25.6,There's concern that AI will replace some of us soon. Managers were initially skeptical.
Mccormick and Sons Pvt. Ltd.,Technology,Germany,Mixtral,2024,5729,14,23482,31.8,"Our workflows have improved drastically with generative AI. Overall, it's a big shift."
"Fletcher, Graves and Nelson Pvt. Ltd.",Advertising,Germany,Claude,2022,19329,15,15543,8.1,"Job roles have shifted a lot, which is both good and scary. Internal newsletters now highlight AI use cases."
"Franklin, Foster and Trujillo Pvt. Ltd.",Education,Germany,Groq,2024,13148,8,4008,17.2,"Job roles have shifted a lot, which is both good and scary. Monthly town halls discuss the AI rollout."
"Mays, Perez and Barnes Pvt. Ltd.",Retail,Japan,Mixtral,2022,16632,8,13238,5.1,There's concern that AI will replace some of us soon. Job rotations have increased.
"Gutierrez, Martin and Bradley Pvt. Ltd.",Finance,USA,ChatGPT,2022,12524,22,12331,9.0,There's concern that AI will replace some of us soon. Some departments feel left behind.
Smith-Berry Pvt. Ltd.,Technology,Brazil,ChatGPT,2024,273,3,24471,9.9,New roles are exciting; transition was smoother than expected. Monthly town halls discuss the AI rollout.
Warren-Wilson Pvt. Ltd.,Manufacturing,Switzerland,Gemini,2024,10385,9,17996,25.9,"Mixed responses—management excited, staff feel uncertain. My team adapted faster than others."
White-Ball Pvt. Ltd.,Utilities,Australia,Mixtral,2024,13997,15,20052,9.0,"Mixed responses—management excited, staff feel uncertain. HR hosted webinars weekly."
Campbell-Holt Pvt. Ltd.,Technology,USA,Gemini,2023,10556,29,22733,31.1,"Job roles have shifted a lot, which is both good and scary. It changed how we communicate internally."
Brown-Waters Pvt. Ltd.,Telecom,UK,LLaMA,2023,3356,10,22298,28.1,New roles are exciting; transition was smoother than expected. HR hosted webinars weekly.
"Alvarado, Roberts and Parsons Pvt. Ltd.",Technology,Germany,Mixtral,2024,17754,5,10356,17.8,"Job roles have shifted a lot, which is both good and scary. Monthly town halls discuss the AI rollout."
Thomas-Jensen Pvt. Ltd.,Healthcare,Canada,Mixtral,2023,1637,2,13541,5.4,I love using AI—it makes my job easier and more fun. Clients now expect faster results due to AI use.
"Woods, Jackson and Lawrence Pvt. Ltd.",Retail,Japan,Claude,2023,10026,20,22178,12.4,"Mixed responses—management excited, staff feel uncertain. Clients now expect faster results due to AI use."
Dominguez-Reyes Pvt. Ltd.,Utilities,France,Gemini,2024,10331,4,16211,24.3,"Job roles have shifted a lot, which is both good and scary. Overall, it's a big shift."
"Cherry, Tapia and Snyder Pvt. Ltd.",Manufacturing,Brazil,Claude,2023,2498,2,2009,33.8,Collaboration improved; documentation and meetings are more efficient. My team adapted faster than others.
Cole-Davis Pvt. Ltd.,Hospitality,Australia,Claude,2022,12217,26,902,19.1,New roles are exciting; transition was smoother than expected. Managers were initially skeptical.
"Burns, Thompson and Ferguson Pvt. Ltd.",Retail,India,LLaMA,2024,6604,12,22885,17.2,"We now finish tasks faster, but some older employees are struggling. Job rotations have increased."
Shea-Parker Pvt. Ltd.,Defense,Australia,Claude,2023,17201,24,21470,28.6,New roles are exciting; transition was smoother than expected. Clients now expect faster results due to AI use.
"Fernandez, Cruz and Nelson Pvt. Ltd.",Technology,Germany,Claude,2022,9366,4,20525,15.3,Collaboration improved; documentation and meetings are more efficient. Some departments feel left behind.
"Bush, Conley and Tucker Pvt. Ltd.",Defense,USA,Gemini,2024,19371,26,3375,19.0,"Mixed responses—management excited, staff feel uncertain. HR hosted webinars weekly."
Benitez-Garner Pvt. Ltd.,Education,Brazil,Groq,2023,6793,12,6008,32.1,I love using AI—it makes my job easier and more fun. My team adapted faster than others.
Robinson-Lewis Pvt. Ltd.,Legal Services,Germany,LLaMA,2023,6847,12,6584,9.5,Collaboration improved; documentation and meetings are more efficient. Managers were initially skeptical.
"Robinson, Hamilton and Stevens Pvt. Ltd.",Transportation,USA,ChatGPT,2022,9454,5,15225,17.0,Collaboration improved; documentation and meetings are more efficient. Managers were initially skeptical.
Costa PLC Pvt. Ltd.,Healthcare,USA,Mixtral,2022,14779,24,3754,14.6,There's concern that AI will replace some of us soon. HR hosted webinars weekly.
"Williams, Archer and Smith Pvt. Ltd.",Healthcare,India,Gemini,2024,9690,28,9636,25.0,Collaboration improved; documentation and meetings are more efficient. My team adapted faster than others.
"Jackson, Anderson and Nguyen Pvt. Ltd.",Hospitality,UAE,ChatGPT,2023,9255,6,22950,31.2,"Productivity increased, but there's anxiety about job security. Clients now expect faster results due to AI use."
"Vargas, Gaines and Burns Pvt. Ltd.",Utilities,Singapore,Gemini,2022,17634,24,15696,9.4,New roles are exciting; transition was smoother than expected. Monthly town halls discuss the AI rollout.
"Garcia, Alvarez and Gomez Pvt. Ltd.",Hospitality,Japan,Claude,2024,3597,1,5699,17.1,There's concern that AI will replace some of us soon. Internal newsletters now highlight AI use cases.
"Clark, Strong and Hughes Pvt. Ltd.",Education,Brazil,Mixtral,2023,17403,24,4082,17.3,"Mixed responses—management excited, staff feel uncertain. Managers were initially skeptical."
"Hanson, Gilbert and Newman Pvt. Ltd.",Utilities,Australia,Groq,2022,9547,20,7463,11.5,"Productivity increased, but there's anxiety about job security. HR hosted webinars weekly."
"Jordan, Yoder and Macdonald Pvt. Ltd.",Manufacturing,Germany,Groq,2022,9174,24,6567,8.8,Our workflows have improved drastically with generative AI. It changed how we communicate internally.
Schmitt Inc Pvt. Ltd.,Finance,Japan,ChatGPT,2024,15577,22,18014,5.0,There's concern that AI will replace some of us soon. Clients now expect faster results due to AI use.
Stark PLC Pvt. Ltd.,Transportation,Canada,Gemini,2023,18389,29,6927,25.8,"Job roles have shifted a lot, which is both good and scary. Job rotations have increased."
Schultz-Kelley Pvt. Ltd.,Legal Services,USA,Mixtral,2024,14240,3,18126,26.3,There's concern that AI will replace some of us soon. Clients now expect faster results due to AI use.
"Johnson, Rice and Mckee Pvt. Ltd.",Retail,South Korea,Gemini,2023,2210,22,13740,3.6,"Productivity increased, but there's anxiety about job security. Internal newsletters now highlight AI use cases."
Thomas-Nixon Pvt. Ltd.,Telecom,Switzerland,Mixtral,2022,17009,7,12343,12.5,I love using AI—it makes my job easier and more fun. Some departments feel left behind.
Richard-Allen Pvt. Ltd.,Healthcare,South Africa,ChatGPT,2023,8292,20,5145,5.0,Our workflows have improved drastically with generative AI. It changed how we communicate internally.
"Phillips, Lewis and Schmitt Pvt. Ltd.",Entertainment,France,Gemini,2024,5165,2,13636,27.5,There's concern that AI will replace some of us soon. Job rotations have increased.
Kelly-Baker Pvt. Ltd.,Entertainment,Switzerland,Mixtral,2023,4881,30,1384,13.0,"Mixed responses—management excited, staff feel uncertain. My team adapted faster than others."
Terry-Scott Pvt. Ltd.,Education,France,Claude,2023,16229,26,992,10.8,"Job roles have shifted a lot, which is both good and scary. Internal newsletters now highlight AI use cases."
Clark-Davis Pvt. Ltd.,Defense,UK,LLaMA,2024,5639,6,17806,7.9,"AI helped me reduce repetitive tasks, but learning curve was steep. Job rotations have increased."
"Hall, Drake and Norman Pvt. Ltd.",Defense,Japan,Gemini,2022,8997,28,21763,17.5,"Job roles have shifted a lot, which is both good and scary. HR hosted webinars weekly."
Colon-Jones Pvt. Ltd.,Utilities,Japan,Gemini,2024,13839,1,16426,11.4,"Productivity increased, but there's anxiety about job security. HR hosted webinars weekly."
"Jones, Garrison and Willis Pvt. Ltd.",Technology,Switzerland,Claude,2024,13357,16,12456,16.4,"We now finish tasks faster, but some older employees are struggling. Job rotations have increased."
"Jimenez, Lee and Reyes Pvt. Ltd.",Utilities,South Africa,Claude,2023,8320,5,22970,15.8,There's concern that AI will replace some of us soon. Internal newsletters now highlight AI use cases.
Morrison-Everett Pvt. Ltd.,Hospitality,South Africa,Claude,2022,8549,13,21911,14.7,"We now finish tasks faster, but some older employees are struggling. My team adapted faster than others."
"Trevino, Floyd and Fernandez Pvt. Ltd.",Technology,India,LLaMA,2022,17568,24,14531,32.0,Our workflows have improved drastically with generative AI. Managers were initially skeptical.
Larsen-Gonzales Pvt. Ltd.,Education,Japan,ChatGPT,2022,3792,7,12299,15.5,"We now finish tasks faster, but some older employees are struggling. Managers were initially skeptical."
"Jones, Hall and Stevens Pvt. Ltd.",Technology,Switzerland,Groq,2024,11598,5,8064,23.4,"Mixed responses—management excited, staff feel uncertain. Overall, it's a big shift."
Shepherd-Tyler Pvt. Ltd.,Defense,Switzerland,ChatGPT,2023,9399,14,2878,33.5,"We now finish tasks faster, but some older employees are struggling. Internal newsletters now highlight AI use cases."
"Harper, Taylor and Welch Pvt. Ltd.",Advertising,UAE,Groq,2022,17588,30,22732,29.1,Our workflows have improved drastically with generative AI. Monthly town halls discuss the AI rollout.
Fritz-Baxter Pvt. Ltd.,Hospitality,Brazil,ChatGPT,2024,8206,2,14353,13.6,"We now finish tasks faster, but some older employees are struggling. Overall, it's a big shift."
"Gonzales, Wu and Patterson Pvt. Ltd.",Retail,Japan,Mixtral,2023,4501,30,15206,21.2,Collaboration improved; documentation and meetings are more efficient. HR hosted webinars weekly.
Patel-Gomez Pvt. Ltd.,Legal Services,Australia,ChatGPT,2022,8141,19,16685,24.5,"AI helped me reduce repetitive tasks, but learning curve was steep. It changed how we communicate internally."
Cook-Farley Pvt. Ltd.,Telecom,Singapore,LLaMA,2022,14804,24,24418,18.1,"AI helped me reduce repetitive tasks, but learning curve was steep. It changed how we communicate internally."
"Anderson, Chen and Thompson Pvt. Ltd.",Utilities,Brazil,Gemini,2023,6456,25,18738,7.2,I love using AI—it makes my job easier and more fun. Job rotations have increased.
Johnson-Heath Pvt. Ltd.,Legal Services,South Africa,Mixtral,2024,17850,10,17146,11.9,Collaboration improved; documentation and meetings are more efficient. Job rotations have increased.
Johnson-Schmidt Pvt. Ltd.,Manufacturing,Singapore,Claude,2024,15532,5,3049,4.7,"Mixed responses—management excited, staff feel uncertain. Monthly town halls discuss the AI rollout."
"Lewis, Burnett and Arnold Pvt. Ltd.",Healthcare,Switzerland,LLaMA,2022,10330,6,22801,28.5,There's concern that AI will replace some of us soon. Internal newsletters now highlight AI use cases.
"Pittman, Robinson and Butler Pvt. Ltd.",Healthcare,Australia,LLaMA,2024,7102,26,16114,21.2,"We now finish tasks faster, but some older employees are struggling. Managers were initially skeptical."
Cortez-Abbott Pvt. Ltd.,Hospitality,India,ChatGPT,2023,550,6,11857,20.2,"Mixed responses—management excited, staff feel uncertain. It changed how we communicate internally."
Franklin Inc Pvt. Ltd.,Advertising,South Korea,Mixtral,2022,644,11,14952,6.9,"Mixed responses—management excited, staff feel uncertain. Internal newsletters now highlight AI use cases."
"Rivera, Evans and Bernard Pvt. Ltd.",Healthcare,USA,Gemini,2022,19997,7,21599,28.0,"Job roles have shifted a lot, which is both good and scary. Some departments feel left behind."
Ashley and Sons Pvt. Ltd.,Hospitality,USA,Gemini,2024,14452,14,2092,16.7,"Productivity increased, but there's anxiety about job security. Monthly town halls discuss the AI rollout."
"Hall, Glass and Hickman Pvt. Ltd.",Hospitality,Singapore,Groq,2024,5477,2,24330,17.7,I love using AI—it makes my job easier and more fun. Job rotations have increased.
Jones-Young Pvt. Ltd.,Manufacturing,UK,ChatGPT,2024,4331,28,4628,34.5,"AI helped me reduce repetitive tasks, but learning curve was steep. Clients now expect faster results due to AI use."
"Barrera, Weiss and Burke Pvt. Ltd.",Technology,France,Groq,2023,12943,21,5707,33.1,There's concern that AI will replace some of us soon. Job rotations have increased.
Madden-Summers Pvt. Ltd.,Hospitality,Canada,Claude,2024,18610,6,12793,17.9,Our workflows have improved drastically with generative AI. My team adapted faster than others.
Parker-Crane Pvt. Ltd.,Hospitality,Singapore,Gemini,2023,2855,16,22154,23.0,"Job roles have shifted a lot, which is both good and scary. Overall, it's a big shift."
"Singh, Davis and Bruce Pvt. Ltd.",Telecom,South Korea,ChatGPT,2024,12719,27,22384,26.4,There's concern that AI will replace some of us soon. HR hosted webinars weekly.
"Lee, Larson and Kelly Pvt. Ltd.",Utilities,France,ChatGPT,2022,17638,27,10575,25.3,"Job roles have shifted a lot, which is both good and scary. Some departments feel left behind."
Summers-Sparks Pvt. Ltd.,Technology,Canada,Groq,2024,5659,19,4157,29.3,New roles are exciting; transition was smoother than expected. Clients now expect faster results due to AI use.
"Rodriguez, Austin and Patrick Pvt. Ltd.",Transportation,Japan,LLaMA,2023,14286,23,23574,16.0,Our workflows have improved drastically with generative AI. Job rotations have increased.
Jones-Andrews Pvt. Ltd.,Defense,South Korea,Claude,2024,9278,22,12877,7.4,New roles are exciting; transition was smoother than expected. Managers were initially skeptical.
"Woodard, Cook and Castaneda Pvt. Ltd.",Retail,Germany,LLaMA,2022,9490,18,1283,24.6,There's concern that AI will replace some of us soon. My team adapted faster than others.
Barker-Lowe Pvt. Ltd.,Retail,South Korea,ChatGPT,2024,12456,20,11484,13.8,"AI helped me reduce repetitive tasks, but learning curve was steep. My team adapted faster than others."
"Williams, Cooper and Smith Pvt. Ltd.",Entertainment,Germany,Groq,2022,16393,17,5675,2.4,"We now finish tasks faster, but some older employees are struggling. My team adapted faster than others."
Howard-Cross Pvt. Ltd.,Finance,Australia,Claude,2024,13499,1,22203,31.0,"Mixed responses—management excited, staff feel uncertain. Job rotations have increased."
Hawkins Ltd Pvt. Ltd.,Entertainment,Canada,ChatGPT,2023,10431,23,8533,32.4,There's concern that AI will replace some of us soon. Internal newsletters now highlight AI use cases.
Beasley and Sons Pvt. Ltd.,Healthcare,Switzerland,Mixtral,2023,574,25,9531,21.7,I love using AI—it makes my job easier and more fun. It changed how we communicate internally.
Rios-Le Pvt. Ltd.,Finance,Brazil,ChatGPT,2022,10228,17,13535,11.0,"Productivity increased, but there's anxiety about job security. Monthly town halls discuss the AI rollout."
Park Group Pvt. Ltd.,Telecom,Brazil,ChatGPT,2023,7820,23,19941,27.4,I love using AI—it makes my job easier and more fun. HR hosted webinars weekly.
Sandoval LLC Pvt. Ltd.,Retail,Germany,LLaMA,2022,970,20,3750,21.0,"Productivity increased, but there's anxiety about job security. Managers were initially skeptical."
Ruiz-Blake Pvt. Ltd.,Legal Services,Brazil,ChatGPT,2022,8927,18,18624,21.1,Collaboration improved; documentation and meetings are more efficient. Clients now expect faster results due to AI use.
"Singleton, Miller and Brown Pvt. Ltd.",Education,South Korea,Claude,2023,3360,23,7655,8.9,I love using AI—it makes my job easier and more fun. It changed how we communicate internally.
Pace-West Pvt. Ltd.,Advertising,Brazil,LLaMA,2022,3691,27,21997,19.5,There's concern that AI will replace some of us soon. Managers were initially skeptical.
Bailey-Brown Pvt. Ltd.,Hospitality,Singapore,Gemini,2023,12433,21,9242,15.4,Collaboration improved; documentation and meetings are more efficient. It changed how we communicate internally.
Cox-Colon Pvt. Ltd.,Advertising,UAE,LLaMA,2023,18720,25,897,32.3,"Mixed responses—management excited, staff feel uncertain. It changed how we communicate internally."
"Smith, Chavez and Elliott Pvt. Ltd.",Legal Services,Canada,ChatGPT,2023,17988,2,2171,9.0,"Productivity increased, but there's anxiety about job security. Managers were initially skeptical."
Ray-Pineda Pvt. Ltd.,Entertainment,South Africa,LLaMA,2023,8613,1,16495,21.0,New roles are exciting; transition was smoother than expected. Job rotations have increased.
"Estrada, Landry and Hill Pvt. Ltd.",Utilities,Canada,Claude,2024,19933,2,559,26.9,I love using AI—it makes my job easier and more fun. My team adapted faster than others.
Martinez-Reeves Pvt. Ltd.,Hospitality,Switzerland,LLaMA,2023,19745,8,14606,31.0,"I love using AI—it makes my job easier and more fun. Overall, it's a big shift."
"Thomas, Johnson and White Pvt. Ltd.",Advertising,Canada,Gemini,2022,17938,6,20129,11.2,Our workflows have improved drastically with generative AI. Job rotations have increased.
Morris-Morgan Pvt. Ltd.,Technology,Germany,Groq,2022,644,14,9070,6.7,I love using AI—it makes my job easier and more fun. Some departments feel left behind.
Wilson-Owen Pvt. Ltd.,Finance,Brazil,Gemini,2022,3854,27,18967,32.9,Our workflows have improved drastically with generative AI. My team adapted faster than others.
Rodriguez-Wu Pvt. Ltd.,Advertising,UK,ChatGPT,2024,12669,30,21877,19.8,"Mixed responses—management excited, staff feel uncertain. Overall, it's a big shift."
"Rodriguez, Davila and Wall Pvt. Ltd.",Education,Switzerland,Gemini,2023,15582,11,23198,13.0,Our workflows have improved drastically with generative AI. Job rotations have increased.
Morris-Henry Pvt. Ltd.,Technology,UK,LLaMA,2023,19205,2,20345,9.9,Our workflows have improved drastically with generative AI. Job rotations have increased.
"Walsh, Sutton and Stephens Pvt. Ltd.",Advertising,South Africa,ChatGPT,2024,17246,9,5520,34.2,"Our workflows have improved drastically with generative AI. Overall, it's a big shift."
"Barrett, Allison and Jones Pvt. Ltd.",Entertainment,Germany,Mixtral,2024,3538,24,13969,21.3,New roles are exciting; transition was smoother than expected. Clients now expect faster results due to AI use.
Sanchez-Ortega Pvt. Ltd.,Legal Services,USA,Claude,2023,17761,29,18359,27.9,"Productivity increased, but there's anxiety about job security. Clients now expect faster results due to AI use."
Jones-Anderson Pvt. Ltd.,Advertising,Canada,ChatGPT,2024,16507,2,3174,3.5,I love using AI—it makes my job easier and more fun. Job rotations have increased.
"Vargas, King and Sanders Pvt. Ltd.",Technology,Switzerland,ChatGPT,2024,19911,7,5173,20.9,Our workflows have improved drastically with generative AI. Some departments feel left behind.
Brown-Willis Pvt. Ltd.,Defense,USA,Groq,2024,9528,16,17724,15.6,Our workflows have improved drastically with generative AI. Clients now expect faster results due to AI use.
James-Harrison Pvt. Ltd.,Transportation,France,Groq,2024,945,13,14106,9.4,Our workflows have improved drastically with generative AI. Job rotations have increased.
"Taylor, Hess and Lewis Pvt. Ltd.",Hospitality,UK,Groq,2024,15729,16,2536,12.4,"Our workflows have improved drastically with generative AI. Overall, it's a big shift."
Norman-Harrison Pvt. Ltd.,Technology,Singapore,Gemini,2022,4865,28,531,34.6,"AI helped me reduce repetitive tasks, but learning curve was steep. My team adapted faster than others."
Lam-Frank Pvt. Ltd.,Healthcare,Japan,Mixtral,2022,11110,18,19682,25.3,I love using AI—it makes my job easier and more fun. Some departments feel left behind.
Tucker-Jimenez Pvt. Ltd.,Healthcare,Switzerland,Groq,2022,12614,28,12758,12.9,"Productivity increased, but there's anxiety about job security. Job rotations have increased."
Chase Group Pvt. Ltd.,Transportation,Japan,Gemini,2023,14972,25,13144,16.3,"We now finish tasks faster, but some older employees are struggling. Job rotations have increased."
